Age,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Employment_Years,Num_Credit_Lines,Debt_To_Income_Ratio,Num_Late_Payments,Has_Mortgage,Education,Loan_Purpose,Marital_Status,Loan_Default
53,40104,80569,48,722,21,11,0.37,3,1,Bachelor,Home,Single,0
53,144336,8535,24,741,15,2,0.34,3,0,High School,Personal,Married,0
25,147904,23677,60,311,3,10,0.3,3,0,High School,Business,Married,0
39,89603,88024,48,819,13,5,0.48,1,0,Bachelor,Business,Married,0
40,122499,5908,12,379,23,1,0.2,7,1,PhD,Education,Single,0
64,79025,75153,48,601,16,14,0.42,3,1,Master,Personal,Married,0
56,116264,93989,12,515,16,8,0.48,4,0,Bachelor,Medical,Single,0
61,52317,40079,12,547,20,10,0.59,7,1,High School,Personal,Single,1
35,51416,86556,48,840,15,2,0.25,3,0,High School,Medical,Married,0
54,62012,54323,48,571,25,11,0.57,4,0,High School,Personal,Married,0
35,125585,50320,12,432,8,3,0.62,4,0,PhD,Personal,Single,0
55,88045,97098,36,304,1,3,0.44,5,1,Bachelor,Medical,Divorced,0
25,41400,94909,60,841,10,4,0.51,6,1,Master,Medical,Married,0
45,68270,51105,24,440,14,7,0.29,2,1,Bachelor,Home,Single,1
50,92069,35164,48,782,2,13,0.62,9,1,Bachelor,Personal,Married,0
40,139415,6885,60,604,23,9,0.45,2,1,PhD,Business,Married,0
27,69833,62819,60,644,15,3,0.24,8,1,High School,Personal,Married,0
54,83644,6049,36,569,20,1,0.29,0,0,Bachelor,Personal,Divorced,0
61,100206,58281,60,407,18,11,0.42,9,0,Master,Personal,Married,0
40,89468,48271,48,773,21,10,0.19,7,0,Bachelor,Personal,Single,0
22,132899,71697,60,381,5,1,0.5,9,0,High School,Medical,Married,0
26,79473,71351,48,383,13,12,0.18,2,1,High School,Personal,Married,0
48,65809,41534,48,589,4,11,0.41,4,0,Master,Education,Married,0
37,58328,98034,12,370,4,6,0.47,2,0,High School,Education,Single,0
27,56784,63097,36,474,5,5,0.57,9,0,Master,Personal,Divorced,0
61,43723,58813,24,762,17,10,0.49,0,1,High School,Home,Married,0
34,80646,30037,12,694,21,7,0.53,9,0,Bachelor,Business,Married,0
56,86255,41007,24,390,17,7,0.6,4,0,Bachelor,Home,Married,1
40,20074,84478,48,768,18,3,0.41,7,0,Bachelor,Home,Married,0
33,144173,32278,12,733,1,7,0.56,4,0,Bachelor,Home,Single,0
37,46498,13272,60,548,16,9,0.19,3,1,Master,Medical,Married,0
64,85522,62183,60,540,27,8,0.54,8,1,Bachelor,Personal,Single,1
31,116881,43294,24,795,0,3,0.18,0,0,Master,Personal,Married,0
46,40541,78277,48,639,8,10,0.61,4,0,High School,Education,Married,1
41,65929,67509,24,770,12,5,0.25,0,1,High School,Business,Married,0
52,143199,9694,36,762,3,13,0.15,5,1,High School,Medical,Married,0
25,120453,63150,60,574,4,13,0.14,9,1,High School,Education,Single,0
44,46028,72470,12,314,25,14,0.16,8,1,Bachelor,Personal,Married,0
23,49545,26556,12,340,29,8,0.32,1,0,Bachelor,Personal,Divorced,1
43,99569,69471,12,507,22,2,0.36,3,1,Master,Personal,Married,0
58,51673,54855,60,359,17,14,0.6,7,0,High School,Education,Single,1
29,50974,54086,48,664,27,14,0.28,2,1,Bachelor,Personal,Divorced,0
28,78899,23907,60,539,26,7,0.18,6,0,Master,Education,Married,0
35,43097,76695,60,459,9,11,0.5,6,1,PhD,Education,Single,0
24,122511,53487,12,696,24,10,0.13,1,0,Master,Personal,Married,0
37,113144,34158,60,799,27,10,0.59,9,1,Master,Education,Married,1
40,84824,25293,12,508,3,7,0.3,3,1,Bachelor,Education,Single,0
39,43525,50761,48,432,25,11,0.42,0,0,Master,Business,Married,0
37,77804,38387,36,680,25,12,0.16,7,0,Bachelor,Home,Single,0
29,35043,45750,12,732,12,14,0.14,9,1,PhD,Personal,Married,0
54,61846,73602,24,688,12,13,0.53,9,0,High School,Business,Married,0
33,97261,26256,36,731,16,8,0.31,8,0,Master,Medical,Divorced,0
32,122240,10594,48,573,7,1,0.64,0,1,Bachelor,Business,Single,1
26,127611,7460,36,650,3,8,0.36,6,1,High School,Business,Single,0
48,70227,77356,12,433,22,14,0.56,0,1,High School,Education,Married,0
33,73028,59698,48,365,2,1,0.64,0,0,Master,Education,Married,0
38,57383,21191,24,504,10,3,0.22,8,1,Bachelor,Personal,Divorced,0
27,49483,89631,12,597,11,9,0.53,9,1,PhD,Business,Single,0
54,27265,15529,12,416,8,4,0.06,9,0,High School,Business,Married,0
26,42763,37175,48,566,14,10,0.46,5,0,Bachelor,Education,Single,1
49,95652,22675,48,448,12,13,0.5,0,1,High School,Education,Married,0
35,35733,48158,36,493,4,9,0.34,6,0,Bachelor,Education,Single,1
26,132196,51798,24,478,4,1,0.15,2,0,Bachelor,Education,Divorced,0
54,111038,75910,36,447,18,8,0.42,9,1,Bachelor,Personal,Single,1
62,57420,30976,36,764,10,3,0.59,3,0,High School,Personal,Married,1
40,141480,68116,12,304,8,11,0.61,3,0,High School,Business,Single,0
43,128777,83678,48,825,2,7,0.5,7,0,High School,Personal,Married,0
26,29247,67821,12,579,17,2,0.21,0,1,Master,Education,Married,0
23,43840,17204,24,798,26,13,0.57,7,0,High School,Education,Single,0
51,85149,60665,36,735,12,7,0.58,8,1,Bachelor,Personal,Single,0
60,41058,12394,24,515,24,7,0.27,6,1,Bachelor,Medical,Single,0
25,135229,69814,48,814,27,9,0.16,0,0,Master,Business,Single,0
54,54929,38593,48,436,11,2,0.57,6,1,High School,Personal,Single,0
34,104171,46964,60,579,8,8,0.58,5,1,High School,Personal,Married,0
41,111164,82188,24,431,9,5,0.11,4,1,Bachelor,Business,Married,1
28,51362,58365,12,692,27,10,0.63,4,0,PhD,Business,Married,0
36,106489,5443,24,780,12,9,0.37,0,1,Bachelor,Medical,Single,0
44,104664,94439,36,812,19,8,0.65,5,1,High School,Business,Single,0
35,67356,33180,48,718,19,3,0.32,3,1,Bachelor,Home,Married,0
44,97597,53791,48,501,12,3,0.37,0,1,PhD,Personal,Married,1
40,147880,91655,24,761,26,11,0.21,7,1,Bachelor,Education,Single,0
50,26041,80899,24,501,25,12,0.59,7,1,Bachelor,Medical,Single,0
41,98209,48665,24,451,28,10,0.32,3,1,Bachelor,Personal,Single,0
50,147037,8465,36,521,28,8,0.54,6,0,PhD,Personal,Single,0
45,81954,73247,36,378,21,9,0.1,2,0,Bachelor,Business,Married,0
39,81869,56559,12,499,8,2,0.52,7,0,Bachelor,Home,Single,0
31,41059,30198,24,398,23,3,0.34,6,1,High School,Education,Divorced,1
62,119864,59740,12,512,9,14,0.05,4,1,Bachelor,Education,Divorced,0
29,64722,27488,60,442,18,14,0.19,4,0,Bachelor,Education,Married,0
47,37548,43515,36,688,5,8,0.17,8,1,High School,Personal,Single,0
50,35078,94144,48,673,28,2,0.5,5,1,Master,Business,Single,0
31,25419,32898,60,351,6,8,0.34,5,0,Bachelor,Personal,Married,1
38,55490,6919,48,434,14,5,0.15,1,1,High School,Business,Single,0
23,96086,55070,60,710,21,6,0.2,4,0,PhD,Medical,Divorced,0
27,135158,67613,12,769,18,14,0.35,3,0,High School,Education,Single,0
26,78760,91135,12,411,13,10,0.06,9,1,Bachelor,Home,Married,0
49,50337,87501,36,824,29,12,0.3,2,0,Bachelor,Personal,Married,0
62,21468,52003,48,343,15,4,0.46,8,1,Master,Business,Married,1
26,44309,53478,60,696,13,3,0.36,6,1,Master,Medical,Married,0
39,86344,19434,24,560,28,8,0.41,3,0,Bachelor,Personal,Married,0
47,110283,51246,24,844,28,9,0.25,8,1,High School,Personal,Divorced,0
41,92255,41649,36,687,24,13,0.16,8,1,Bachelor,Business,Single,0
62,147006,64030,48,775,19,8,0.54,6,0,PhD,Business,Single,1
48,101899,58061,24,709,1,9,0.59,4,1,High School,Home,Single,0
33,48718,6999,36,315,8,1,0.36,8,1,Master,Business,Married,0
28,114337,19849,36,401,2,5,0.23,6,0,High School,Medical,Single,0
24,128895,81439,48,485,5,12,0.36,8,1,High School,Medical,Single,0
31,57841,57800,24,324,4,7,0.58,2,1,High School,Personal,Single,1
55,93548,10445,24,371,13,8,0.46,8,1,High School,Education,Married,1
46,103565,23040,24,317,28,14,0.57,0,0,PhD,Personal,Married,0
56,66660,69315,12,631,14,11,0.25,4,0,Master,Personal,Married,0
37,126553,5246,24,396,17,2,0.48,1,0,Bachelor,Medical,Single,0
23,70281,36153,60,311,16,12,0.44,0,1,Bachelor,Personal,Married,1
45,133451,10212,12,310,8,11,0.39,2,0,Bachelor,Business,Married,1
31,136041,8339,12,462,18,14,0.37,6,0,Master,Business,Married,0
59,20767,93678,12,582,22,4,0.38,2,0,Master,Personal,Single,0
43,23895,61238,12,540,24,7,0.56,9,0,High School,Business,Single,0
47,78026,24394,36,344,8,5,0.6,9,1,Bachelor,Business,Divorced,1
64,138142,58871,60,554,27,1,0.12,8,0,Bachelor,Business,Married,0
60,62968,82722,48,366,15,13,0.39,2,1,PhD,Home,Single,0
48,60097,39607,24,341,25,14,0.6,5,0,Bachelor,Business,Divorced,0
50,35332,57055,12,683,5,2,0.13,1,1,Master,Personal,Single,0
59,34621,9395,48,533,7,5,0.3,7,0,Master,Personal,Married,0
41,96870,20290,36,784,24,6,0.1,9,1,Bachelor,Education,Married,0
48,38174,92687,48,338,2,1,0.12,4,0,Master,Education,Single,1
62,144357,70078,12,310,21,12,0.59,1,1,Bachelor,Home,Single,1
41,119189,8691,60,708,4,3,0.32,6,0,Bachelor,Education,Married,0
40,60502,12470,48,407,6,6,0.46,2,1,Master,Personal,Married,1
41,56674,8841,12,393,22,6,0.13,4,0,High School,Personal,Single,0
56,57260,68197,12,383,24,7,0.06,8,1,High School,Business,Single,0
23,62498,60773,24,357,0,10,0.58,0,0,Bachelor,Education,Divorced,0
51,87609,22776,24,592,21,12,0.39,1,1,Bachelor,Personal,Single,0
55,69464,76596,60,315,20,14,0.06,4,0,PhD,Education,Single,0
43,91805,32584,24,776,3,14,0.65,3,0,PhD,Medical,Married,0
24,84919,9300,60,464,25,3,0.35,0,0,Bachelor,Education,Single,0
27,148564,8338,36,736,27,1,0.34,6,1,Bachelor,Education,Single,0
36,74469,67601,36,702,15,13,0.42,8,0,Bachelor,Medical,Divorced,0
48,37194,10487,24,685,26,7,0.05,0,0,Bachelor,Personal,Divorced,0
31,46811,41282,36,437,13,12,0.39,7,0,High School,Personal,Single,0
30,92377,81816,48,830,0,11,0.43,8,1,Bachelor,Personal,Divorced,0
54,145737,33804,48,592,3,3,0.23,1,1,Bachelor,Personal,Divorced,0
53,63723,14915,48,774,9,5,0.49,0,0,High School,Home,Married,0
27,120336,16158,36,761,10,4,0.28,5,0,Master,Personal,Married,0
62,95235,79157,48,672,6,12,0.48,6,1,Bachelor,Education,Single,0
57,131041,15547,60,461,3,1,0.14,1,1,High School,Education,Single,0
23,96298,93713,12,343,0,12,0.6,4,1,Bachelor,Education,Married,0
50,79238,7459,24,382,25,7,0.58,4,0,High School,Education,Married,1
25,148353,33768,60,838,0,14,0.14,6,0,High School,Business,Married,0
22,125433,68146,48,818,16,13,0.61,0,1,Master,Business,Single,0
40,137393,55870,12,710,26,4,0.38,9,0,Master,Home,Single,0
47,127092,55460,24,640,9,1,0.47,7,1,High School,Personal,Married,1
46,22147,87970,60,388,4,11,0.55,4,1,Master,Personal,Married,1
31,118919,65817,24,529,6,6,0.1,2,1,High School,Business,Single,0
36,119251,43247,36,317,24,4,0.15,8,1,High School,Business,Married,0
43,58445,20419,48,580,7,13,0.22,2,0,High School,Business,Married,0
42,73803,40577,60,721,1,4,0.34,6,1,High School,Home,Single,1
43,147253,7921,60,637,8,2,0.26,9,0,Bachelor,Medical,Single,0
57,81108,9676,12,565,3,1,0.35,6,0,Master,Medical,Single,1
55,126170,90961,12,654,11,3,0.16,9,1,High School,Business,Divorced,0
51,22013,54684,12,659,25,10,0.46,7,0,Bachelor,Personal,Married,0
46,105617,18463,24,516,10,5,0.08,9,0,Bachelor,Medical,Married,0
49,102410,30474,48,620,4,12,0.27,7,0,High School,Medical,Married,1
22,73502,45935,24,511,11,9,0.16,3,1,Bachelor,Business,Single,0
25,137116,72005,48,502,26,14,0.49,0,1,Bachelor,Medical,Single,0
28,57755,63596,60,452,20,7,0.58,3,1,High School,Home,Married,0
30,28733,77828,24,728,3,4,0.1,5,0,Bachelor,Business,Married,0
57,29479,95945,24,586,12,8,0.52,9,0,High School,Personal,Single,1
40,95361,94062,24,620,21,12,0.59,5,1,High School,Business,Single,0
22,41304,60152,36,735,0,4,0.63,5,0,Bachelor,Home,Married,0
31,55694,94001,48,795,17,6,0.4,6,1,Bachelor,Personal,Married,0
57,144232,97321,48,448,3,12,0.25,0,1,Bachelor,Education,Single,0
30,125586,91569,24,841,3,1,0.24,9,1,Bachelor,Education,Married,0
63,101171,77467,36,781,7,14,0.28,0,0,Bachelor,Personal,Divorced,0
53,134151,57576,24,625,24,6,0.42,6,0,Bachelor,Education,Single,0
53,106296,71627,48,328,27,10,0.34,3,1,Bachelor,Business,Married,0
27,29490,30772,60,558,19,5,0.44,5,1,PhD,Medical,Married,0
59,41252,21363,36,374,5,14,0.07,5,1,PhD,Education,Single,0
38,125290,33490,36,797,3,2,0.11,8,0,Bachelor,Medical,Married,1
31,26862,64004,24,715,3,1,0.64,1,1,High School,Personal,Divorced,0
48,130463,58806,60,639,27,13,0.65,3,1,Bachelor,Personal,Married,0
56,89959,5260,48,607,10,6,0.5,3,0,High School,Medical,Single,0
42,30450,80992,12,540,27,11,0.2,6,0,Bachelor,Business,Married,1
46,76022,27320,48,552,8,2,0.62,0,0,High School,Personal,Married,0
49,147898,83971,48,519,13,9,0.18,4,1,Bachelor,Personal,Single,0
36,81991,47145,60,696,3,9,0.49,3,0,High School,Business,Single,0
25,60927,68688,36,635,12,1,0.12,1,1,PhD,Personal,Divorced,0
50,120377,53581,48,328,5,5,0.44,4,1,High School,Education,Married,1
30,108090,97561,36,793,29,8,0.51,8,1,Bachelor,Education,Divorced,0
48,69853,98645,60,801,12,4,0.57,7,0,Master,Business,Single,0
47,51826,25754,60,453,24,3,0.49,8,1,High School,Home,Married,0
40,62879,74837,24,530,2,5,0.6,6,0,PhD,Personal,Single,0
49,77265,12207,12,401,22,5,0.36,9,0,Bachelor,Business,Single,0
38,92361,32920,60,476,6,8,0.46,6,0,PhD,Personal,Divorced,1
64,128956,92739,60,531,0,6,0.27,1,1,PhD,Medical,Single,0
62,97990,92081,36,311,10,2,0.06,2,0,High School,Home,Married,0
63,109787,29016,60,485,1,11,0.5,9,1,Master,Business,Divorced,0
41,106184,65522,48,565,4,1,0.57,7,1,High School,Business,Married,0
61,60736,79092,24,434,23,13,0.15,1,0,High School,Personal,Married,0
60,44530,59068,24,330,21,3,0.07,6,1,High School,Medical,Married,0
44,98052,25102,48,755,29,2,0.15,5,0,High School,Education,Married,1
53,67058,6924,60,558,13,4,0.59,9,0,Bachelor,Medical,Single,0
54,126080,90015,12,403,28,3,0.23,3,0,Bachelor,Personal,Single,0
26,94094,59333,60,730,12,9,0.19,3,0,Master,Business,Single,0
64,94255,89458,24,681,15,5,0.06,2,1,High School,Education,Single,0
55,24886,89196,12,768,22,4,0.23,5,0,PhD,Medical,Single,0
61,146598,51099,36,812,14,10,0.48,2,1,High School,Business,Single,0
32,113721,62346,36,506,2,9,0.63,8,1,High School,Business,Single,1
24,138623,80481,60,746,5,4,0.24,3,0,Bachelor,Home,Single,0
54,57387,55062,60,388,8,6,0.19,3,1,Master,Personal,Married,0
32,41575,5306,12,494,2,14,0.58,1,0,Master,Business,Single,0
37,132260,93495,12,713,29,10,0.56,1,0,Bachelor,Business,Married,0
39,128649,74767,60,421,12,1,0.25,6,0,High School,Personal,Divorced,0
51,59643,17207,24,761,28,13,0.09,4,1,High School,Business,Single,0
31,30100,44426,36,415,12,2,0.65,2,0,Bachelor,Education,Single,1
39,80356,11336,12,495,21,4,0.46,5,1,Bachelor,Business,Married,0
59,27856,80166,24,335,6,9,0.61,5,0,High School,Business,Divorced,1
40,58169,22256,60,366,4,6,0.26,0,1,Bachelor,Medical,Single,1
57,48804,54817,48,580,25,6,0.44,2,0,Bachelor,Home,Single,0
34,149557,38719,12,778,28,11,0.45,4,1,Bachelor,Medical,Single,0
24,55790,47017,48,310,7,9,0.57,6,0,High School,Medical,Married,0
31,50988,50704,24,621,7,12,0.65,3,1,Bachelor,Home,Divorced,0
59,129979,35013,36,539,21,4,0.12,7,0,High School,Medical,Married,1
22,96448,84991,24,359,6,3,0.43,2,1,High School,Home,Married,1
48,58506,75258,36,464,18,7,0.25,5,0,Master,Education,Married,1
29,133430,83348,24,488,28,12,0.54,5,1,Bachelor,Education,Single,0
63,107904,41776,12,786,6,7,0.5,8,0,Master,Education,Married,0
38,87306,15060,12,391,22,9,0.59,3,0,High School,Home,Single,1
30,32305,83592,48,588,3,6,0.26,6,0,Master,Education,Single,0
27,29969,11655,24,808,9,2,0.16,9,1,High School,Medical,Single,0
64,32404,93110,24,374,29,6,0.06,0,1,Master,Personal,Married,0
46,28989,54923,48,727,12,8,0.2,0,0,Bachelor,Home,Married,0
60,85305,83563,60,684,3,6,0.27,1,1,High School,Business,Married,0
49,55983,9030,24,352,29,9,0.62,3,0,High School,Personal,Single,1
54,130284,94779,24,474,18,4,0.34,5,0,High School,Medical,Single,0
58,59462,38289,24,773,9,3,0.38,3,0,Bachelor,Business,Single,0
30,39360,24739,60,660,6,11,0.58,5,1,PhD,Personal,Single,0
39,105657,66687,12,569,4,5,0.58,1,0,High School,Personal,Married,1
42,46287,41491,48,706,2,3,0.37,8,1,Bachelor,Personal,Single,0
23,85472,77115,60,423,21,11,0.12,2,1,Master,Personal,Married,0
64,135440,88778,36,675,27,12,0.21,6,0,Bachelor,Education,Married,0
59,128965,9781,36,691,21,2,0.32,0,1,Bachelor,Medical,Single,0
61,81313,25448,60,481,21,2,0.5,7,1,PhD,Business,Married,0
57,54160,56550,60,335,1,4,0.48,3,1,High School,Education,Single,1
64,26789,54294,12,511,28,3,0.44,4,0,Bachelor,Medical,Married,0
58,47181,26446,36,433,10,9,0.58,6,0,Master,Business,Divorced,0
36,34385,81579,48,790,9,14,0.53,2,1,High School,Education,Married,0
49,102597,90389,24,737,27,7,0.64,8,1,Bachelor,Business,Single,0
39,85641,90615,24,345,22,6,0.58,8,0,High School,Education,Married,1
55,64247,22101,12,700,12,10,0.17,7,0,High School,Personal,Married,0
43,106673,71178,12,787,6,12,0.08,0,1,High School,Home,Married,0
32,120250,33016,36,731,9,8,0.3,1,0,PhD,Personal,Married,0
34,25544,23932,48,727,27,9,0.42,1,0,Master,Business,Single,0
25,135783,49653,48,816,3,3,0.44,2,1,High School,Personal,Married,0
43,33275,95481,60,761,26,12,0.21,1,0,High School,Education,Married,0
28,125289,57802,12,480,21,10,0.57,0,1,Bachelor,Business,Divorced,0
64,83248,12549,24,444,19,7,0.25,4,1,Bachelor,Business,Single,1
45,54550,83933,24,564,15,9,0.6,5,1,Master,Personal,Single,0
25,73693,30362,36,705,19,1,0.33,6,1,PhD,Personal,Divorced,0
49,148924,52842,24,783,5,10,0.06,9,0,Master,Medical,Single,1
36,39641,51539,48,781,8,9,0.15,6,0,Bachelor,Personal,Married,0
22,91749,38717,48,536,27,14,0.11,1,0,High School,Medical,Single,0
24,144877,59596,12,824,12,7,0.08,6,0,High School,Business,Single,1
35,100021,28016,36,638,6,10,0.48,1,1,Bachelor,Personal,Single,0
59,35605,60200,24,567,17,14,0.17,1,0,Bachelor,Personal,Married,1
22,123173,85268,12,565,13,4,0.55,5,1,Master,Medical,Single,1
59,70713,65287,60,827,21,13,0.21,5,1,High School,Education,Single,0
59,40390,97447,60,391,29,11,0.07,7,1,High School,Personal,Single,1
42,95403,88402,24,547,4,12,0.54,4,0,Bachelor,Education,Single,0
50,78466,47607,24,318,21,6,0.33,4,1,PhD,Medical,Married,1
26,23981,32621,24,689,12,11,0.41,9,1,Master,Business,Single,0
31,29493,17823,48,687,23,11,0.25,0,0,High School,Education,Single,0
49,91218,34986,24,394,7,6,0.08,3,1,Master,Personal,Single,0
42,91318,69325,60,729,14,6,0.27,0,0,Bachelor,Personal,Married,0
28,135631,62771,24,336,18,2,0.36,9,0,Bachelor,Business,Single,0
24,139238,59973,36,692,8,5,0.06,4,1,High School,Medical,Married,0
41,115335,19690,60,590,5,7,0.39,7,1,Bachelor,Business,Single,0
40,127441,44107,36,602,22,6,0.59,0,0,Bachelor,Business,Single,0
56,36984,62888,60,700,24,3,0.18,2,0,Bachelor,Business,Married,0
25,145580,15956,12,643,13,11,0.61,0,1,Bachelor,Business,Divorced,0
26,131316,91839,60,817,28,12,0.11,5,1,High School,Business,Single,0
22,42760,61227,60,676,22,5,0.55,9,1,High School,Education,Married,1
25,111529,41533,36,464,9,13,0.55,0,1,Master,Personal,Married,0
33,21524,61234,36,312,8,8,0.2,9,1,Bachelor,Medical,Married,0
48,138454,72594,60,324,16,11,0.62,2,1,Bachelor,Personal,Divorced,0
63,69402,61901,60,422,12,5,0.3,4,1,High School,Education,Married,1
44,111656,16519,48,428,16,12,0.13,4,1,High School,Business,Divorced,0
46,85614,36115,12,846,18,10,0.41,1,1,High School,Medical,Divorced,0
42,55891,71266,12,608,12,3,0.65,2,1,High School,Medical,Married,0
45,111009,6832,24,735,8,9,0.59,8,0,Bachelor,Personal,Married,0
46,59832,46368,60,481,0,11,0.22,0,0,Master,Education,Married,0
53,65836,93425,60,342,0,3,0.4,0,0,High School,Personal,Single,0
53,93953,74715,60,703,4,2,0.12,1,0,Master,Personal,Married,0
26,33362,76835,60,562,7,6,0.33,7,1,Bachelor,Home,Married,0
57,86745,78366,12,369,17,8,0.36,5,0,High School,Personal,Single,1
63,57921,42570,36,591,3,6,0.24,3,1,Bachelor,Personal,Divorced,0
63,90434,92977,48,513,21,1,0.34,6,1,High School,Personal,Divorced,0
60,147717,11615,36,446,0,8,0.6,5,1,Bachelor,Business,Single,0
37,38562,77298,36,324,14,1,0.35,8,1,High School,Home,Married,0
54,84510,43311,12,622,19,9,0.55,5,1,Bachelor,Personal,Single,1
42,96407,95245,48,408,3,8,0.24,1,0,Bachelor,Business,Married,0
30,27610,28434,60,550,24,6,0.63,2,0,High School,Business,Married,1
27,129381,91879,12,781,8,2,0.11,8,0,High School,Business,Married,0
56,112918,20739,12,474,21,13,0.4,6,1,High School,Education,Married,0
60,35791,71202,48,646,23,9,0.52,5,0,Bachelor,Education,Divorced,0
43,78047,98419,24,469,27,8,0.54,4,0,Master,Business,Married,1
62,120848,84599,12,301,25,13,0.17,2,1,High School,Medical,Married,0
26,123826,38649,36,661,19,4,0.29,3,1,High School,Personal,Married,0
63,87906,52445,36,595,9,2,0.42,0,0,Bachelor,Personal,Divorced,0
44,39665,44470,60,501,23,13,0.24,4,1,High School,Home,Single,0
38,90246,79965,12,588,14,14,0.44,6,1,Bachelor,Education,Single,0
33,85864,53621,60,361,2,6,0.28,1,0,High School,Medical,Divorced,0
44,66451,37926,12,801,1,1,0.26,7,0,Master,Education,Married,0
37,123883,42997,48,425,21,7,0.11,9,1,Bachelor,Business,Divorced,1
24,106148,64940,12,348,4,1,0.07,5,1,High School,Education,Single,0
51,65890,45724,24,478,23,13,0.55,9,0,Bachelor,Personal,Divorced,1
43,26794,36704,36,792,0,6,0.34,2,0,Bachelor,Medical,Married,1
30,52888,33391,48,732,10,5,0.39,1,0,High School,Business,Married,0
50,26749,68291,36,601,11,12,0.27,7,1,High School,Home,Married,0
58,66531,94723,60,468,25,10,0.13,3,0,High School,Education,Single,0
44,135652,7526,48,568,2,14,0.32,6,0,Bachelor,Personal,Married,0
34,40608,29686,24,663,22,3,0.19,6,0,High School,Business,Married,0
53,100986,78339,36,399,28,6,0.55,9,1,Bachelor,Personal,Married,1
44,89211,11574,12,514,15,4,0.64,8,1,Bachelor,Education,Married,0
38,140382,13733,12,396,25,14,0.58,9,0,Master,Business,Married,0
61,103996,55290,12,847,13,12,0.37,7,1,Bachelor,Business,Single,0
42,76017,77793,48,636,11,6,0.43,7,0,Bachelor,Home,Married,1
23,123947,41051,24,658,19,4,0.62,6,0,Bachelor,Home,Single,1
58,77676,20909,24,589,25,1,0.37,9,0,PhD,Home,Single,0
27,31560,94682,24,695,15,5,0.43,4,1,High School,Personal,Married,0
39,74401,82338,36,659,20,8,0.43,8,0,High School,Education,Married,0
51,70468,78432,48,646,7,6,0.47,6,1,High School,Home,Married,0
43,135884,33133,12,423,16,10,0.43,2,1,Bachelor,Education,Married,0
54,52463,56571,36,837,16,9,0.45,5,0,High School,Personal,Divorced,0
51,51663,84062,24,721,27,4,0.49,2,1,High School,Medical,Single,0
38,133687,55908,12,635,6,10,0.54,5,0,Bachelor,Medical,Divorced,0
64,88706,16278,48,802,14,9,0.29,7,0,PhD,Education,Divorced,0
53,78773,56458,60,356,28,8,0.5,8,0,PhD,Personal,Married,1
63,53123,69265,24,375,27,3,0.11,1,0,Bachelor,Personal,Single,1
35,114346,61782,24,765,8,14,0.58,5,1,Bachelor,Education,Married,0
31,29718,60415,24,584,3,6,0.22,2,0,Master,Business,Single,0
57,146777,96087,24,685,7,4,0.29,6,0,Master,Education,Married,0
55,82637,59160,12,558,9,1,0.53,3,0,Master,Personal,Single,0
30,20028,59399,48,776,14,9,0.43,4,0,Bachelor,Personal,Married,0
63,82370,30298,36,310,22,4,0.24,9,1,High School,Business,Single,1
49,67599,27191,12,559,29,11,0.19,5,1,High School,Personal,Single,0
32,37397,61964,48,692,17,14,0.62,7,0,Master,Education,Single,0
35,129198,38092,36,668,13,5,0.1,1,1,High School,Business,Single,0
60,127323,94407,24,483,4,3,0.05,3,0,High School,Education,Married,0
40,65406,80257,48,315,8,4,0.45,3,0,Bachelor,Medical,Single,0
36,67657,67513,24,805,12,13,0.42,5,0,High School,Personal,Married,0
49,87560,56097,48,385,28,9,0.49,3,1,Master,Home,Married,1
45,143178,35279,60,309,24,7,0.49,4,0,High School,Medical,Single,1
29,124143,19404,24,776,18,8,0.57,4,1,High School,Education,Single,1
64,144745,75022,24,463,10,3,0.6,7,1,PhD,Home,Married,0
30,146896,40198,24,323,11,3,0.52,3,0,High School,Personal,Divorced,0
54,33503,99223,12,611,2,14,0.19,5,1,Master,Business,Married,0
54,74943,54997,36,537,1,7,0.33,6,0,Bachelor,Personal,Married,1
40,95839,83692,24,761,22,8,0.44,7,1,Bachelor,Business,Married,0
24,102674,5567,24,761,21,14,0.37,8,1,High School,Business,Married,0
31,45345,66032,12,537,14,5,0.15,9,1,Bachelor,Education,Divorced,0
61,138423,7179,12,321,4,1,0.4,7,1,High School,Personal,Married,0
63,70390,7019,60,479,6,3,0.58,3,0,PhD,Personal,Single,0
22,115041,86455,48,798,3,5,0.3,3,0,High School,Business,Married,0
50,79557,90239,24,774,4,3,0.45,9,0,High School,Personal,Single,0
55,85054,23704,48,638,24,14,0.42,4,0,Master,Medical,Married,0
34,21906,23030,12,830,15,1,0.28,2,0,Bachelor,Education,Married,1
22,60167,74445,12,461,14,7,0.39,1,0,Bachelor,Business,Married,0
55,27961,78551,60,360,26,1,0.18,1,0,Bachelor,Personal,Married,0
50,46140,8420,36,384,15,10,0.38,8,1,High School,Personal,Single,0
34,144098,64875,12,846,24,13,0.53,7,1,High School,Education,Divorced,0
50,139289,52653,24,789,3,6,0.51,5,0,PhD,Home,Single,0
60,78701,21740,60,304,5,6,0.26,8,0,High School,Business,Single,0
45,97567,70263,36,375,17,14,0.12,4,1,Bachelor,Medical,Married,0
47,100664,69559,60,552,2,7,0.53,9,1,Bachelor,Medical,Divorced,1
38,101199,24465,12,306,24,12,0.21,0,0,High School,Personal,Married,0
