Age,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Employment_Years,Num_Dependents,Existing_Debt,Education_Level,Property_Ownership,Loan_Purpose,Num_Prev_Loans,Num_Late_Payments,Debt_To_Income,Loan_To_Income,Loan_Approved
38,173338,67501,48,706,19,5,73750,0,1,2,0,0,0.425,0.389,1
45,152815,44422,60,666,4,4,41704,2,0,1,5,1,0.273,0.291,1
53,199598,126544,48,359,19,1,66137,3,0,0,3,7,0.331,0.634,0
60,152426,143439,24,628,13,1,60379,2,0,1,7,0,0.396,0.941,1
63,167961,40362,36,768,13,1,24318,0,0,3,3,2,0.145,0.24,1
32,49335,56588,60,362,7,0,63956,2,0,1,2,6,1.296,1.147,1
64,167326,131683,24,483,12,2,5274,3,1,1,3,7,0.032,0.787,0
56,111610,41307,48,610,23,3,18226,3,1,3,1,4,0.163,0.37,0
24,36442,85280,36,837,14,0,43634,1,0,3,7,1,1.197,2.34,1
25,71289,61523,24,476,0,2,64501,2,1,1,6,2,0.905,0.863,0
57,78747,142450,36,728,21,1,19046,2,1,3,2,8,0.242,1.809,1
28,62327,112669,24,372,33,2,74210,0,1,1,7,9,1.191,1.808,0
62,172271,108215,48,466,2,0,21910,3,0,2,2,6,0.127,0.628,0
48,97827,103707,36,524,25,1,11503,2,1,2,3,0,0.118,1.06,0
51,131464,149252,24,308,13,0,48392,0,0,1,2,2,0.368,1.135,1
29,156184,97837,48,535,7,3,61472,1,1,3,0,8,0.394,0.626,0
49,112051,123070,60,327,15,1,70904,2,1,3,4,6,0.633,1.098,0
34,175653,84872,48,326,20,2,45335,2,0,2,5,1,0.258,0.483,1
60,84722,92736,48,849,9,0,22487,0,0,2,4,5,0.265,1.095,0
61,117036,10470,60,495,24,4,36593,0,0,3,7,8,0.313,0.089,1
42,172595,97969,48,502,21,2,75927,3,0,3,6,3,0.44,0.568,0
31,91960,96493,60,384,3,2,9874,3,1,3,5,9,0.107,1.049,0
43,44552,11523,60,329,3,1,54822,3,0,3,3,1,1.231,0.259,1
21,166880,36169,60,765,29,5,53948,2,0,1,7,2,0.323,0.217,1
57,179692,50641,24,398,1,2,3608,0,1,3,1,6,0.02,0.282,0
41,25887,34661,36,489,28,0,54501,3,1,2,1,3,2.105,1.339,0
46,56802,149491,24,311,20,4,53912,2,1,2,3,6,0.949,2.632,0
56,110024,19457,60,329,20,3,27546,3,0,0,6,4,0.25,0.177,0
43,143639,72600,36,337,20,4,68203,1,0,3,3,7,0.475,0.505,0
21,143248,108619,36,593,3,0,62496,2,1,1,2,7,0.436,0.758,0
60,106938,81102,60,659,0,1,55186,3,1,0,1,4,0.516,0.758,0
35,147746,38085,36,479,25,0,42346,3,1,0,7,6,0.287,0.258,1
41,51049,102064,36,411,1,5,5230,1,0,1,4,5,0.102,1.999,1
29,102789,142202,24,743,8,5,25720,1,1,0,3,7,0.25,1.383,1
29,109526,110723,36,320,17,5,43023,3,0,0,6,8,0.393,1.011,0
30,163918,138114,60,444,10,2,37602,3,0,2,7,4,0.229,0.843,1
46,71220,75134,12,798,24,1,67082,0,1,0,6,6,0.942,1.055,0
61,71163,47982,12,445,25,5,15050,3,0,1,4,0,0.211,0.674,0
55,159837,70185,12,740,34,3,51315,3,0,3,5,7,0.321,0.439,1
45,142126,38477,60,720,2,3,52164,0,0,3,4,2,0.367,0.271,1
46,106486,119161,12,615,34,0,30134,0,0,3,6,0,0.283,1.119,1
31,100277,57709,24,465,21,5,15640,3,0,2,1,5,0.156,0.575,0
58,129245,83137,60,502,7,2,61671,0,0,2,5,7,0.477,0.643,0
22,147332,41018,60,795,14,3,14284,2,1,2,7,2,0.097,0.278,1
27,47931,144133,60,767,6,4,60526,1,0,1,4,0,1.263,3.007,0
38,114116,144681,36,684,18,1,3423,2,1,3,2,2,0.03,1.268,0
47,80633,40371,36,613,16,4,28577,1,0,1,2,4,0.354,0.501,1
54,76913,88021,36,554,0,3,58900,1,1,1,1,7,0.766,1.144,0
47,119776,12857,48,322,28,3,67868,3,1,0,7,8,0.567,0.107,0
37,50991,147692,24,638,12,0,6066,1,1,3,2,8,0.119,2.896,1
63,129092,13177,60,792,28,0,57888,2,0,0,3,3,0.448,0.102,1
64,166633,93578,60,810,5,5,8583,3,0,2,5,7,0.052,0.562,0
44,172973,94941,36,665,4,1,38057,0,0,2,1,4,0.22,0.549,0
45,120556,16826,60,671,33,5,22604,2,0,1,5,2,0.187,0.14,1
27,87875,149962,60,518,10,0,26564,3,0,1,7,4,0.302,1.707,0
26,181989,87428,12,774,8,2,61429,1,0,0,6,1,0.338,0.48,0
44,87120,131044,60,722,8,1,28941,2,1,0,4,5,0.332,1.504,1
53,158060,80020,48,655,7,2,55511,1,0,1,3,0,0.351,0.506,1
49,135041,10495,36,759,2,5,37962,3,0,3,1,5,0.281,0.078,0
63,153467,33481,24,802,12,0,38573,3,0,1,4,4,0.251,0.218,1
42,170328,147339,24,326,18,1,25692,0,1,3,4,8,0.151,0.865,0
46,143490,122897,12,522,33,5,58420,0,1,0,4,6,0.407,0.856,1
48,151155,142815,24,447,31,3,35763,2,1,2,4,5,0.237,0.945,0
41,53230,108475,24,723,15,5,45680,0,1,2,4,6,0.858,2.038,0
27,84778,62042,36,650,17,4,6393,1,0,0,1,9,0.075,0.732,1
37,70833,54476,36,485,13,3,33488,1,0,0,2,4,0.473,0.769,1
40,47625,33552,48,714,29,2,21459,0,1,2,4,0,0.451,0.705,0
61,57088,74093,12,728,1,3,12554,0,1,3,6,8,0.22,1.298,1
40,197239,74123,24,340,12,5,37867,0,0,0,6,4,0.192,0.376,0
42,128937,21535,48,692,26,3,78104,2,1,3,3,3,0.606,0.167,1
48,101361,71490,12,378,16,4,45015,2,1,3,1,5,0.444,0.705,1
60,113229,51562,24,843,30,5,5057,1,1,2,0,4,0.045,0.455,1
27,160189,124042,24,749,14,4,5305,2,1,3,2,0,0.033,0.774,1
21,115265,94080,36,773,19,3,61276,2,0,2,3,1,0.532,0.816,1
52,122718,46269,60,441,4,4,32740,3,1,0,6,3,0.267,0.377,0
33,85710,85674,12,550,6,3,24118,1,0,1,4,7,0.281,1.0,0
50,119876,47462,24,593,17,1,6674,1,1,1,1,4,0.056,0.396,0
43,55949,139199,12,435,10,3,42331,0,1,1,1,6,0.757,2.488,0
39,178619,28147,48,783,31,0,15316,3,0,1,4,1,0.086,0.158,1
52,93136,82095,48,611,26,4,16217,0,0,1,6,7,0.174,0.881,1
50,136541,95925,60,345,25,4,67541,2,1,1,3,4,0.495,0.703,0
49,86842,71381,24,535,27,2,14602,1,1,3,1,3,0.168,0.822,0
49,51990,104468,36,347,1,2,13987,2,1,3,5,8,0.269,2.009,0
50,172265,68749,24,497,19,0,49915,2,0,1,6,5,0.29,0.399,0
36,55109,18731,12,383,3,4,13543,3,1,0,6,3,0.246,0.34,0
60,155356,129647,48,842,12,4,27944,3,1,0,2,7,0.18,0.835,1
39,175305,56024,12,460,23,2,58241,1,0,3,3,2,0.332,0.32,0
38,153133,121712,60,727,28,2,9144,1,1,3,6,9,0.06,0.795,0
21,190582,106121,48,370,1,3,38459,3,1,1,7,1,0.202,0.557,1
34,26306,8832,36,819,17,5,39827,3,1,0,4,6,1.514,0.336,1
22,28849,37332,48,351,7,4,30741,3,0,2,7,3,1.066,1.294,0
48,37360,17467,24,344,14,4,70015,3,1,1,6,3,1.874,0.468,0
50,136072,46025,24,592,16,3,69734,1,1,3,7,9,0.512,0.338,0
58,119767,149179,48,764,22,4,74627,1,1,3,3,8,0.623,1.246,0
24,193035,82994,60,849,1,0,69741,2,1,3,7,1,0.361,0.43,1
21,79330,99202,24,679,5,2,69177,2,0,2,5,0,0.872,1.25,1
28,76707,48481,24,777,28,2,3543,2,1,0,6,6,0.046,0.632,1
49,43689,138653,36,561,26,5,5591,1,1,3,3,7,0.128,3.174,1
59,54084,80118,48,478,33,2,56395,0,1,1,6,2,1.043,1.481,1
23,65387,129010,24,656,17,1,60434,2,1,2,0,1,0.924,1.973,1
52,99816,128714,60,718,9,0,29055,0,0,0,7,3,0.291,1.29,0
30,27642,144490,12,500,16,0,6116,0,1,1,7,1,0.221,5.227,1
30,67137,89363,48,312,12,3,55485,0,1,1,4,1,0.826,1.331,0
39,87260,128607,36,742,26,1,66297,3,0,2,2,4,0.76,1.474,0
54,171510,68044,24,585,1,4,2407,1,1,2,4,9,0.014,0.397,0
53,73442,16814,60,557,33,5,31594,1,0,2,0,4,0.43,0.229,0
43,128061,104340,48,847,30,0,66421,2,1,3,4,7,0.519,0.815,1
48,159066,15024,60,789,22,1,35411,2,0,0,4,8,0.223,0.094,1
52,150844,114236,60,797,6,1,76661,1,0,3,2,1,0.508,0.757,0
27,124575,62836,36,632,32,0,55444,3,1,2,7,0,0.445,0.504,0
49,26813,12435,48,331,11,3,26238,1,0,2,0,2,0.979,0.464,1
28,118027,75601,24,342,11,1,41703,0,0,2,4,5,0.353,0.641,1
21,148489,125871,36,650,18,2,35196,1,1,3,5,4,0.237,0.848,0
23,109381,139479,24,633,8,1,77221,3,1,1,6,7,0.706,1.275,0
44,80276,103943,12,569,9,4,12738,1,1,2,4,7,0.159,1.295,0
43,66243,37940,60,712,16,0,15772,1,1,3,1,1,0.238,0.573,0
28,85272,10666,12,318,9,4,65270,1,1,2,4,8,0.765,0.125,0
57,198123,42122,60,646,11,3,76169,0,1,3,2,3,0.384,0.213,0
23,90618,123647,36,336,14,5,23492,2,1,0,1,0,0.259,1.364,1
53,26920,134753,24,391,30,2,54979,3,1,0,5,1,2.042,5.006,1
48,131121,128402,24,484,14,0,50338,0,1,3,6,5,0.384,0.979,0
28,101872,106190,36,327,27,1,64551,1,0,2,5,4,0.634,1.042,0
54,106132,105468,48,847,3,2,36855,1,0,3,5,6,0.347,0.994,1
55,27093,134207,12,671,0,1,6228,2,0,0,0,8,0.23,4.954,1
52,37905,31505,12,829,33,3,68367,2,0,3,5,5,1.804,0.831,1
44,146759,41713,24,644,16,5,20045,2,0,0,3,5,0.137,0.284,0
34,180423,48169,24,718,32,0,76591,0,0,0,2,1,0.425,0.267,1
52,55981,82511,24,495,20,3,24318,3,0,1,0,6,0.434,1.474,0
63,98903,45522,36,377,25,3,58458,2,1,2,1,1,0.591,0.46,1
36,95821,104397,48,466,4,5,13795,1,0,3,3,6,0.144,1.09,0
24,134200,8880,12,389,32,3,54524,3,0,2,0,7,0.406,0.066,0
57,107289,48539,60,563,0,3,21747,1,0,2,2,0,0.203,0.452,1
41,141506,19799,36,771,5,1,47373,1,0,0,1,8,0.335,0.14,1
34,103513,109843,12,507,1,4,31560,3,0,0,2,7,0.305,1.061,0
51,175946,53784,48,570,4,1,11282,0,1,3,2,8,0.064,0.306,0
38,163746,118034,36,562,25,5,33831,3,0,3,1,4,0.207,0.721,0
27,75516,59362,12,805,12,2,63073,2,0,3,5,3,0.835,0.786,1
30,94212,58997,36,811,11,5,23043,3,1,0,4,0,0.245,0.626,1
27,158498,107399,12,823,4,5,65322,2,0,1,2,8,0.412,0.678,1
53,155970,19549,12,611,1,5,52900,2,1,3,5,3,0.339,0.125,0
43,115009,61920,48,473,3,5,20929,3,1,0,6,3,0.182,0.538,1
41,186015,98860,60,730,26,3,35500,3,1,1,1,3,0.191,0.531,0
39,69816,29624,48,762,9,5,1872,2,0,2,2,1,0.027,0.424,1
39,29138,51705,12,400,12,2,37488,1,0,0,4,3,1.287,1.774,0
56,116176,94326,36,315,1,5,67505,3,1,3,6,1,0.581,0.812,1
49,100945,65390,48,557,25,1,25460,0,0,3,1,7,0.252,0.648,1
38,29017,73369,60,543,14,3,12155,2,0,1,7,6,0.419,2.528,0
22,35451,14589,12,647,9,1,11870,1,1,1,0,9,0.335,0.412,0
21,118863,118012,48,548,21,3,3717,3,1,0,0,1,0.031,0.993,1
25,35278,78181,48,404,24,1,1374,3,0,1,7,1,0.039,2.216,0
40,68764,128711,48,586,14,0,21826,1,1,0,5,1,0.317,1.872,1
31,148030,81425,48,468,12,4,74215,0,1,1,0,0,0.501,0.55,1
62,157206,20994,36,719,7,4,13427,2,0,2,3,5,0.085,0.134,0
22,87943,116915,60,346,20,3,64442,3,0,3,7,5,0.733,1.329,0
23,120667,127961,60,342,20,0,34708,0,1,3,2,0,0.288,1.06,1
43,79318,109672,12,620,21,2,24271,2,0,2,2,0,0.306,1.383,0
32,128423,31639,24,520,32,0,63572,0,0,3,1,5,0.495,0.246,0
40,128998,22205,36,812,26,3,16631,2,0,3,3,5,0.129,0.172,0
25,85128,61677,12,740,21,0,19887,2,0,3,2,3,0.234,0.725,1
57,46869,37930,12,443,29,2,25259,0,0,3,1,2,0.539,0.809,0
58,30039,78313,48,327,8,3,57987,2,0,2,4,8,1.93,2.607,0
50,177353,118153,24,466,34,4,49630,3,1,0,2,5,0.28,0.666,1
29,137935,23316,24,548,17,5,19144,3,1,3,5,0,0.139,0.169,1
54,35442,101058,36,656,4,0,78191,0,1,2,2,2,2.206,2.851,1
64,98788,92876,24,410,26,4,49060,0,1,3,4,0,0.497,0.94,0
55,144729,90366,12,533,5,4,55092,2,1,2,4,2,0.381,0.624,0
42,52586,18403,24,323,31,1,20836,2,0,2,2,1,0.396,0.35,1
64,78053,85052,24,325,7,2,66904,0,0,0,4,4,0.857,1.09,1
44,111346,78495,60,680,20,5,44456,1,1,1,1,2,0.399,0.705,1
37,92087,101090,12,645,17,0,36380,0,0,0,2,6,0.395,1.098,0
30,168697,41701,24,677,13,4,77735,1,1,0,2,7,0.461,0.247,1
50,59397,139457,24,821,14,4,11569,1,0,3,0,6,0.195,2.348,1
43,83671,62241,48,316,25,2,31182,0,1,2,5,1,0.373,0.744,1
52,141214,146439,24,544,31,5,78651,0,0,1,2,9,0.557,1.037,0
37,91897,70030,24,838,27,5,21649,0,1,2,6,9,0.236,0.762,0
37,182221,110185,60,501,31,4,27003,1,0,3,0,6,0.148,0.605,1
34,161355,41404,12,547,12,4,16551,3,1,2,4,9,0.103,0.257,1
29,163682,60182,36,417,14,4,23826,3,0,3,5,2,0.146,0.368,1
60,199398,37991,12,308,17,4,24729,0,0,0,5,6,0.124,0.191,1
22,39924,109601,48,322,5,1,51696,0,1,0,4,0,1.295,2.745,0
45,138143,70886,12,539,10,1,3868,2,1,3,1,1,0.028,0.513,0
59,135253,127002,24,326,31,5,41274,2,1,0,7,9,0.305,0.939,0
29,125297,88848,48,380,19,3,38718,2,1,2,7,0,0.309,0.709,0
42,25869,62692,12,498,32,0,32353,0,1,1,0,8,1.251,2.423,0
63,122088,42500,48,391,7,2,41682,3,1,1,2,1,0.341,0.348,1
24,26014,38785,36,383,34,3,30653,3,1,2,0,1,1.178,1.491,0
46,35103,89146,12,599,4,1,14141,0,1,1,4,5,0.403,2.54,0
49,135317,52997,24,595,34,1,11537,0,0,2,4,6,0.085,0.392,0
54,189530,12170,48,753,13,1,30401,1,0,3,6,1,0.16,0.064,1
43,107409,149375,60,580,20,3,27387,1,0,1,7,3,0.255,1.391,1
57,48248,76743,48,358,23,1,6630,3,0,3,1,2,0.137,1.591,1
31,199588,40187,60,641,16,3,43461,2,1,3,7,4,0.218,0.201,1
26,185133,137965,24,764,17,1,44293,3,0,2,5,8,0.239,0.745,0
38,180242,149825,36,641,33,4,23070,1,0,1,5,1,0.128,0.831,1
41,33024,43090,60,361,11,4,13416,3,1,0,4,4,0.406,1.305,0
62,110947,64412,36,728,15,0,8629,1,0,0,0,7,0.078,0.581,0
56,199875,61030,48,555,3,1,63444,1,1,0,5,5,0.317,0.305,1
61,175368,22509,24,646,24,0,8360,2,0,0,6,3,0.048,0.128,0
58,116829,73653,60,825,33,3,12011,2,0,2,6,9,0.103,0.63,1
54,117708,134626,48,603,27,0,40721,1,1,3,2,7,0.346,1.144,0
37,111664,9042,12,544,10,1,36069,0,1,1,2,2,0.323,0.081,1
57,174329,42201,48,711,12,3,53270,2,0,2,0,3,0.306,0.242,1
45,168927,19016,36,516,30,3,11227,1,0,0,7,8,0.066,0.113,0
58,110178,30022,24,815,24,4,39587,0,0,1,7,4,0.359,0.272,0
32,126121,32938,24,773,9,3,61720,0,1,2,1,5,0.489,0.261,1
43,45025,123171,48,335,23,3,44550,3,1,3,2,1,0.989,2.736,0
62,160530,66720,12,477,0,0,68305,3,1,0,0,8,0.425,0.416,0
42,88610,110514,36,686,24,5,76028,2,1,1,0,7,0.858,1.247,0
41,95843,138058,48,316,27,3,53651,0,1,1,4,6,0.56,1.44,0
47,132237,81478,48,347,17,2,51332,2,1,0,5,8,0.388,0.616,1
51,199499,148233,24,361,5,5,68881,1,0,3,4,4,0.345,0.743,1
26,155299,132101,36,368,1,4,68201,2,1,0,5,4,0.439,0.851,0
47,194578,99699,12,665,2,4,24807,0,1,3,1,8,0.127,0.512,0
60,30668,104273,24,461,7,3,43552,3,0,1,1,4,1.42,3.4,0
54,98233,68745,48,787,30,0,77902,2,0,0,1,8,0.793,0.7,1
32,180489,137283,24,730,18,5,74861,3,1,3,0,0,0.415,0.761,1
27,106982,136301,24,788,5,4,70976,2,1,3,0,9,0.663,1.274,1
30,131133,123972,60,529,13,4,57300,1,1,2,7,9,0.437,0.945,0
37,35751,106489,24,669,2,2,26951,0,1,3,4,7,0.754,2.979,0
46,71218,36819,24,477,0,3,20264,2,0,0,2,2,0.285,0.517,0
41,151649,52779,36,709,29,5,19121,1,0,0,6,7,0.126,0.348,1
48,32352,97244,24,569,18,4,50539,1,0,3,5,4,1.562,3.006,0
22,113835,70584,12,505,18,4,30311,1,1,0,5,1,0.266,0.62,1
63,122493,63032,48,381,8,4,42397,3,0,1,1,8,0.346,0.515,1
21,53927,120074,36,492,6,4,19749,3,1,1,7,3,0.366,2.227,0
56,197166,104273,24,488,6,0,29218,1,0,0,5,6,0.148,0.529,0
46,126948,33036,12,575,8,1,51591,1,1,3,3,7,0.406,0.26,0
49,54493,76356,48,373,3,2,44133,2,1,1,1,6,0.81,1.401,1
41,56707,8052,36,309,24,0,44867,2,0,3,6,5,0.791,0.142,0
31,163368,49377,12,515,11,2,1316,0,0,0,5,6,0.008,0.302,0
60,181470,72819,24,589,5,4,37972,2,1,2,4,3,0.209,0.401,1
31,60842,118689,60,744,17,2,79048,0,0,1,5,9,1.299,1.951,1
56,38261,35461,60,492,20,3,66220,0,1,0,0,0,1.731,0.927,0
59,101709,25750,36,588,14,3,77271,0,1,1,4,4,0.76,0.253,0
60,120985,14472,12,443,2,1,42635,3,0,3,4,7,0.352,0.12,0
55,131616,74263,48,688,1,1,51265,2,0,2,4,9,0.39,0.564,0
54,92173,117036,12,706,3,2,50109,1,1,2,3,5,0.544,1.27,0
44,56781,30523,60,669,31,0,48797,0,1,0,3,4,0.859,0.538,0
42,38652,108262,36,740,1,0,8079,1,1,1,5,1,0.209,2.801,0
25,30103,71060,24,828,28,4,60887,0,1,2,1,9,2.023,2.361,0
53,50500,14079,12,312,1,0,22412,2,1,1,7,4,0.444,0.279,0
56,125336,144471,60,639,33,1,35862,0,1,3,5,9,0.286,1.153,1
40,191601,65726,48,611,26,0,14821,2,0,3,5,2,0.077,0.343,1
39,138499,97906,36,403,17,4,73118,1,0,0,7,1,0.528,0.707,1
55,174524,21532,24,638,18,3,74548,2,0,2,7,2,0.427,0.123,1
63,74393,127689,12,497,26,0,33655,1,1,2,5,3,0.452,1.716,0
37,187246,48162,48,599,19,0,44688,2,1,1,7,1,0.239,0.257,0
63,191508,139821,24,743,20,1,54576,0,0,3,6,3,0.285,0.73,1
54,72406,16353,60,658,22,2,52236,0,0,2,0,3,0.721,0.226,0
29,88059,117313,60,667,29,3,45221,2,0,0,4,5,0.514,1.332,0
46,172026,33477,48,468,24,2,66092,1,1,0,2,4,0.384,0.195,1
22,107722,91373,60,448,30,4,54445,1,1,2,6,6,0.505,0.848,0
29,37356,147509,36,341,26,4,8900,1,1,0,1,6,0.238,3.949,1
29,153128,9551,48,501,33,2,33485,2,0,2,1,2,0.219,0.062,1
60,27187,73359,60,543,7,1,13891,2,0,2,4,8,0.511,2.698,0
37,102243,148988,12,763,18,5,15014,2,0,2,1,6,0.147,1.457,0
21,60098,131150,60,748,25,1,72083,2,1,2,4,6,1.199,2.182,1
45,177297,52636,36,736,27,5,37964,1,0,1,1,1,0.214,0.297,0
63,159678,34685,24,830,3,5,51171,1,0,2,5,9,0.32,0.217,0
60,82620,56134,24,572,30,1,44739,3,1,0,0,2,0.542,0.679,1
62,188900,93916,60,729,15,5,43374,2,1,3,6,2,0.23,0.497,1
45,151270,112967,24,512,9,5,39459,3,0,1,6,5,0.261,0.747,1
59,182561,99455,60,403,9,5,7045,2,1,3,1,3,0.039,0.545,0
55,39387,54756,36,491,8,3,43255,3,0,3,6,3,1.098,1.39,1
23,94463,127863,24,679,18,4,51965,1,1,3,1,0,0.55,1.354,0
57,158663,66192,12,380,18,5,1237,1,1,3,7,5,0.008,0.417,1
64,116683,53733,60,848,11,4,52195,3,1,3,7,7,0.447,0.461,0
64,87061,30993,24,676,12,4,36326,0,1,0,7,7,0.417,0.356,1
50,106257,29143,36,453,24,3,5293,2,1,2,2,7,0.05,0.274,1
58,86753,112044,36,539,24,4,25274,3,1,0,6,4,0.291,1.292,0
54,109774,133406,12,673,27,2,19237,3,0,1,0,9,0.175,1.215,0
32,167159,74351,36,503,29,0,78347,0,0,0,6,5,0.469,0.445,0
39,186888,75309,36,649,4,3,18229,1,0,1,5,4,0.098,0.403,0
57,48408,148518,24,442,16,0,78847,3,1,2,0,3,1.629,3.068,0
64,149116,124156,60,488,17,2,56718,1,1,3,6,3,0.38,0.833,0
37,156208,81000,48,571,20,1,68718,2,0,2,0,3,0.44,0.519,0
30,42413,26576,36,831,21,1,49615,0,0,0,6,3,1.17,0.627,1
32,138650,8320,36,599,5,5,71296,1,0,0,1,5,0.514,0.06,0
36,84500,146822,48,725,15,1,72796,3,1,2,3,5,0.861,1.738,0
44,109514,108002,36,345,1,3,1915,0,0,2,7,4,0.017,0.986,0
39,81358,31572,24,394,0,1,74651,0,0,0,1,8,0.918,0.388,0
28,91197,22948,24,363,29,3,52774,0,0,2,4,7,0.579,0.252,0
51,188926,121528,48,712,22,3,7076,0,0,1,7,9,0.037,0.643,1
41,101240,94051,36,308,0,0,33083,0,1,1,6,5,0.327,0.929,0
37,41322,32867,36,758,18,1,53918,2,0,0,2,8,1.305,0.795,1
43,138053,49678,60,708,2,4,4793,2,0,0,0,4,0.035,0.36,0
57,31968,112561,36,769,1,1,50528,0,1,2,4,9,1.581,3.521,0
36,52518,17963,24,805,16,1,66798,3,1,2,5,3,1.272,0.342,1
26,76925,54434,12,372,27,1,9319,3,1,3,7,5,0.121,0.708,0
28,136900,71617,12,383,17,5,13194,2,1,1,4,3,0.096,0.523,0
45,118422,122569,12,358,32,4,19309,1,1,0,7,7,0.163,1.035,0
38,26700,102352,12,320,14,4,58396,0,0,0,3,6,2.187,3.833,0
45,118782,84732,36,757,21,3,26998,3,0,0,6,4,0.227,0.713,1
32,48199,112648,36,456,26,4,3468,2,0,0,0,9,0.072,2.337,0
35,188187,86494,60,628,31,3,12651,2,1,3,1,5,0.067,0.46,1
46,30520,82225,36,502,18,0,20405,1,0,1,0,6,0.669,2.694,0
61,134814,87867,12,405,27,3,14482,1,1,3,7,1,0.107,0.652,1
46,192527,83972,48,421,27,1,4409,3,1,1,2,8,0.023,0.436,0
52,148364,101261,48,617,9,2,66083,1,0,0,0,6,0.445,0.683,1
30,197677,95748,24,481,19,2,23426,1,1,1,4,7,0.119,0.484,1
36,39955,129481,24,615,24,5,54757,0,0,0,4,4,1.37,3.241,0
27,169989,134529,36,705,20,1,14436,2,1,3,1,2,0.085,0.791,0
37,89925,7251,48,369,13,3,16490,2,0,1,1,1,0.183,0.081,1
43,132216,104108,12,459,21,1,52136,1,1,2,1,1,0.394,0.787,1
46,95269,102382,12,539,25,5,28962,2,1,1,5,2,0.304,1.075,0
41,187026,14583,12,822,10,4,29288,2,1,0,6,0,0.157,0.078,1
42,66458,55387,36,437,6,3,22236,3,0,2,2,0,0.335,0.833,0
27,114037,28104,36,794,16,1,14923,2,1,0,5,6,0.131,0.246,0
34,177185,17224,60,546,17,4,66786,1,0,2,7,9,0.377,0.097,0
35,124977,65624,12,842,6,5,55891,3,1,2,5,7,0.447,0.525,1
27,68939,109320,12,823,19,4,13264,2,0,1,5,5,0.192,1.586,1
29,54345,83572,36,542,10,3,67147,2,1,1,7,6,1.236,1.538,1
28,135107,90469,36,635,15,5,7928,3,0,2,0,0,0.059,0.67,1
43,146866,82928,60,721,26,5,34558,3,1,2,3,0,0.235,0.565,1
49,94166,9141,60,493,10,5,56369,2,1,2,7,8,0.599,0.097,0
38,122406,75871,24,607,15,0,66403,0,1,0,6,4,0.542,0.62,0
51,74298,141149,48,805,22,5,45213,0,0,1,0,6,0.609,1.9,1
50,69942,51015,12,580,11,0,3816,2,1,0,7,5,0.055,0.729,1
59,28453,64902,12,738,2,4,35916,2,1,1,1,3,1.262,2.281,0
55,127811,10577,60,782,1,0,47838,3,1,3,7,0,0.374,0.083,1
38,79935,25002,60,522,23,4,11573,3,0,0,2,3,0.145,0.313,0
62,147439,55711,24,416,28,0,43334,2,1,1,7,9,0.294,0.378,1
59,199442,44451,48,491,33,4,65364,2,0,2,5,9,0.328,0.223,0
37,33328,39831,24,815,19,4,13157,2,0,2,0,7,0.395,1.195,0
34,40534,101498,48,829,17,5,9322,2,1,1,6,0,0.23,2.504,0
51,110280,133949,12,606,13,5,2482,0,1,2,4,1,0.023,1.215,1
44,61320,100119,24,831,17,4,35867,3,0,2,6,7,0.585,1.633,1
55,74170,71830,60,421,1,5,79211,1,0,3,5,1,1.068,0.968,0
64,125546,85632,24,453,0,4,77271,2,1,3,6,9,0.615,0.682,0
54,105201,41833,24,836,19,5,79386,2,0,3,0,8,0.755,0.398,0
23,33640,29398,12,751,33,2,6732,2,0,0,4,2,0.2,0.874,1
57,186121,66554,60,468,10,0,40753,1,1,3,7,2,0.219,0.358,1
63,161690,55755,60,358,26,4,34422,3,1,3,0,5,0.213,0.345,1
60,157992,69994,36,600,22,1,76964,3,0,3,7,2,0.487,0.443,0
46,68937,68884,36,849,2,5,56284,2,0,1,0,8,0.816,0.999,0
43,168279,89361,36,416,11,5,11311,2,1,2,7,7,0.067,0.531,1
64,189044,22482,12,426,29,3,69269,3,0,1,5,3,0.366,0.119,1
59,166871,59225,24,704,30,1,39579,1,0,3,7,5,0.237,0.355,1
35,184988,79854,60,698,22,1,73878,2,1,0,0,7,0.399,0.432,0
24,95463,46256,60,814,0,2,76000,1,0,1,1,3,0.796,0.485,0
49,118500,113721,24,797,19,0,48514,1,0,3,6,4,0.409,0.96,0
42,62158,86110,60,827,5,2,45311,3,0,0,4,6,0.729,1.385,0
45,109607,118606,24,697,10,0,10300,2,0,0,7,7,0.094,1.082,1
33,144639,19650,12,564,34,4,65375,0,1,0,2,6,0.452,0.136,1
38,96696,33930,12,562,3,2,34563,3,0,2,3,7,0.357,0.351,0
53,86510,105400,12,697,28,3,48960,3,0,0,6,3,0.566,1.218,0
36,145076,16801,24,826,9,0,79244,0,1,3,5,0,0.546,0.116,1
62,83692,56360,24,735,28,2,28090,2,0,1,4,5,0.336,0.673,1
64,155841,92908,48,659,0,3,16328,1,0,1,1,4,0.105,0.596,0
22,40810,37334,60,428,7,1,26654,1,1,3,4,3,0.653,0.915,0
55,161198,18288,60,540,16,5,6214,1,0,2,2,1,0.039,0.113,1
62,186081,17191,48,521,18,4,57740,2,0,2,5,0,0.31,0.092,1
54,136718,23051,48,513,32,4,64949,3,0,0,4,8,0.475,0.169,0
50,115932,66715,12,434,14,1,38913,3,0,3,6,1,0.336,0.575,0
33,25192,15737,48,685,30,2,27552,3,0,0,1,8,1.094,0.625,0
